Age,Gender,Degree,Branch,CGPA,Internships,Projects,Coding_Skills,Communication_Skills,Aptitude_Test_Score,Soft_Skills_Rating,Certifications,Backlogs,Career
21,Male,B.Tech,IT,7.92,3,4,7,3,75,5,2,0,Software Engineer
18,Male,BCA,Civil,6.54,0,3,3,8,36,4,1,0,Full Stack Developer
22,Male,B.Sc,ME,5.47,1,3,5,6,65,5,2,1,Data Analyst
20,Female,BCA,ME,6.95,0,3,3,4,88,5,1,0,Full Stack Developer
22,Male,B.Tech,ME,6.68,0,3,5,4,68,4,2,1,Data Analyst
24,Female,B.Tech,Civil,6.15,0,3,3,5,69,4,1,1,Data Analyst
23,Female,B.Sc,CSE,4.5,1,3,5,5,54,6,1,3,Software Engineer
19,Male,B.Tech,CSE,5.46,0,3,5,4,59,6,1,3,Software Engineer
19,Male,BCA,Civil,6.52,0,2,1,4,76,6,1,1,Full Stack Developer
22,Female,B.Sc,CSE,7.18,0,4,6,5,56,7,2,0,Software Engineer
24,Male,MCA,CSE,8.73,1,6,10,8,93,6,3,0,Machine Learning Engineer
24,Female,B.Sc,IT,7.36,0,3,4,4,87,3,2,1,Software Engineer
19,Female,BCA,ME,8.55,2,4,5,4,94,6,2,1,Full Stack Developer
19,Male,MCA,ECE,7.84,3,4,7,4,67,7,2,2,Software Engineer
21,Female,B.Tech,ECE,6.99,1,3,5,8,86,6,2,0,Frontend Developer
23,Male,BCA,IT,6.95,0,4,7,5,70,6,2,0,Backend Developer
20,Female,BCA,IT,8.0,1,5,8,5,91,4,3,0,Machine Learning Engineer
22,Female,MCA,Civil,7.58,0,4,5,4,88,6,2,2,Full Stack Developer
22,Male,BCA,CSE,6.02,0,3,3,4,46,5,1,3,Software Engineer
19,Female,B.Tech,CSE,6.51,0,3,5,5,56,6,1,0,Software Engineer
24,Male,B.Tech,IT,6.51,1,4,7,4,89,6,2,0,Software Engineer
20,Female,B.Sc,CSE,6.97,1,4,8,4,74,5,2,1,Software Engineer
18,Female,MCA,ECE,6.14,0,4,6,6,67,6,2,2,Backend Developer
23,Female,MCA,IT,8.14,1,5,7,4,95,6,2,0,Software Engineer
18,Male,B.Tech,CSE,5.82,1,3,5,3,66,4,2,2,Software Engineer
24,Female,B.Tech,IT,5.95,0,2,3,6,61,5,1,1,Software Engineer
21,Male,BCA,Civil,6.08,0,3,4,5,63,4,1,1,Full Stack Developer
18,Male,MCA,Civil,6.49,1,3,3,6,73,5,1,1,Full Stack Developer
20,Female,B.Tech,Civil,8.35,1,3,1,5,71,5,1,0,Data Analyst
18,Male,BCA,IT,7.99,0,4,6,6,56,6,2,0,Software Engineer
21,Male,BCA,IT,4.5,0,2,3,6,43,6,1,2,Software Engineer
22,Female,BCA,CSE,8.31,2,5,9,2,84,6,3,0,Machine Learning Engineer
22,Male,BCA,IT,6.03,0,3,4,5,75,7,1,1,Software Engineer
18,Female,B.Tech,ME,6.59,0,4,6,8,78,6,2,0,Software Engineer
19,Female,MCA,Civil,8.72,1,4,6,4,80,5,2,0,Software Engineer
18,Female,BCA,ME,7.02,0,3,3,7,51,6,1,1,Full Stack Developer
23,Male,BCA,Civil,8.29,1,5,8,2,93,6,3,0,Software Engineer
22,Female,B.Tech,Civil,6.64,0,3,3,4,68,5,1,0,Data Analyst
18,Male,MCA,ECE,6.94,0,4,7,6,73,6,2,0,Backend Developer
19,Male,B.Tech,ECE,7.83,0,4,6,7,100,8,2,0,Data Analyst
24,Male,MCA,CSE,6.67,0,5,9,6,74,6,3,0,Backend Developer
21,Male,BCA,CSE,7.37,1,5,8,5,88,6,3,0,Backend Developer
21,Female,MCA,CSE,8.35,2,5,9,5,70,5,3,1,Machine Learning Engineer
19,Female,BCA,ECE,7.29,0,3,4,4,75,5,1,2,Backend Developer
22,Male,B.Tech,ME,8.34,2,5,7,4,67,5,2,0,Software Engineer
18,Male,B.Sc,IT,8.08,1,5,8,8,100,6,3,1,Full Stack Developer
22,Female,B.Tech,IT,6.11,1,4,6,6,56,5,2,1,Software Engineer
20,Female,B.Sc,ECE,6.69,0,3,4,6,86,6,2,0,Backend Developer
21,Male,MCA,ECE,6.01,0,3,5,4,68,7,2,3,Backend Developer
23,Male,B.Tech,Civil,7.82,1,5,8,6,91,7,3,1,Software Engineer
20,Female,B.Sc,ECE,5.39,2,3,5,7,46,5,1,2,Frontend Developer
21,Male,B.Tech,CSE,5.9,0,4,7,5,64,6,2,2,Backend Developer
22,Female,B.Tech,ME,8.22,0,4,6,6,83,5,2,0,Software Engineer
20,Female,B.Sc,ECE,8.18,3,5,8,5,72,6,2,0,Backend Developer
19,Male,BCA,CSE,6.28,0,4,6,5,48,6,2,2,Software Engineer
18,Male,B.Tech,ME,9.0,2,4,5,6,90,6,2,0,Data Analyst
18,Male,MCA,IT,6.87,0,3,5,4,70,2,2,0,Software Engineer
22,Male,B.Tech,ME,9.06,1,5,7,7,100,4,3,0,Frontend Developer
23,Male,BCA,CSE,6.95,1,4,6,7,78,6,2,0,Frontend Developer
21,Male,B.Tech,Civil,6.77,0,3,5,6,75,7,2,0,Data Analyst
18,Male,MCA,Civil,6.25,0,2,2,4,56,4,1,2,Full Stack Developer
20,Female,B.Sc,IT,8.56,1,5,8,7,88,6,3,0,Full Stack Developer
19,Female,B.Tech,CSE,9.21,2,6,10,3,81,9,3,0,Machine Learning Engineer
19,Male,BCA,Civil,7.58,0,4,6,8,55,5,2,1,Software Engineer
24,Male,B.Tech,ME,7.58,0,4,6,4,69,6,2,0,Software Engineer
18,Male,B.Sc,ME,6.05,0,5,9,5,39,5,2,3,Data Analyst
24,Female,BCA,CSE,5.54,1,3,5,3,52,4,1,2,Software Engineer
24,Female,B.Sc,IT,6.95,1,3,5,3,81,5,2,2,Software Engineer
21,Male,MCA,ECE,5.98,0,3,6,6,63,4,2,2,Backend Developer
23,Female,MCA,CSE,6.14,0,4,7,5,70,6,2,2,Backend Developer
20,Male,B.Tech,Civil,6.27,0,2,2,3,64,5,1,3,Data Analyst
24,Female,B.Tech,ME,6.56,1,2,2,4,79,6,1,1,Data Analyst
24,Male,B.Tech,ECE,6.8,0,3,5,3,65,5,2,0,Backend Developer
24,Female,MCA,IT,4.5,0,2,2,5,53,9,1,2,Software Engineer
24,Male,B.Tech,CSE,7.44,1,4,7,4,72,4,2,0,Software Engineer
24,Female,MCA,ME,9.36,3,5,8,6,86,5,3,0,Software Engineer
20,Female,BCA,ECE,6.82,0,4,6,7,60,6,2,2,Software Engineer
20,Female,MCA,IT,7.06,0,4,6,7,76,6,2,0,Data Analyst
18,Male,B.Sc,IT,7.62,2,4,7,7,97,6,2,2,Backend Developer
18,Male,B.Tech,Civil,8.53,1,5,7,4,99,4,2,0,Software Engineer
22,Male,BCA,IT,7.4,1,4,7,6,79,6,2,1,Backend Developer
18,Female,MCA,ECE,7.86,0,4,5,6,82,5,2,0,Backend Developer
22,Female,B.Tech,ECE,6.55,0,3,4,6,67,4,1,2,Backend Developer
21,Female,B.Sc,ME,6.3,0,3,4,6,62,4,1,3,Data Analyst
20,Male,MCA,ECE,6.58,0,4,7,6,86,7,2,0,Backend Developer
24,Male,MCA,IT,7.84,1,4,7,6,77,6,2,0,Backend Developer
23,Female,B.Sc,Civil,7.19,1,3,2,7,59,7,1,0,Data Analyst
18,Female,B.Sc,Civil,8.19,1,3,3,5,80,6,1,1,Data Analyst
21,Male,BCA,CSE,7.01,1,5,10,6,79,5,3,0,Backend Developer
23,Female,B.Sc,IT,6.26,0,4,8,3,67,5,2,3,Software Engineer
22,Male,BCA,ME,5.91,1,2,3,4,78,5,1,1,Full Stack Developer
22,Female,B.Sc,IT,7.34,1,4,5,5,64,5,2,2,Software Engineer
21,Female,MCA,ME,7.73,0,3,4,6,65,5,1,0,Full Stack Developer
22,Male,MCA,IT,7.55,1,5,8,4,81,7,3,0,Software Engineer
19,Female,BCA,Civil,5.98,0,3,5,6,76,4,2,2,Full Stack Developer
20,Female,MCA,CSE,6.89,0,4,8,4,65,3,2,1,Software Engineer
24,Female,BCA,CSE,8.67,3,6,10,2,100,4,3,0,Machine Learning Engineer
22,Male,B.Tech,IT,7.93,2,5,8,8,84,7,3,1,Full Stack Developer
18,Male,BCA,IT,6.19,1,4,6,4,67,5,2,3,Software Engineer
23,Male,B.Sc,IT,6.3,0,3,4,5,67,5,1,1,Software Engineer
19,Female,BCA,Civil,6.97,1,4,7,6,68,3,2,2,Software Engineer
18,Male,B.Tech,Civil,5.86,0,3,4,5,72,4,1,1,Data Analyst
20,Male,BCA,Civil,7.02,0,4,5,6,59,4,1,0,Full Stack Developer
24,Male,MCA,ME,7.59,0,4,6,6,88,4,2,0,Software Engineer
20,Male,BCA,Civil,5.14,0,2,2,3,37,5,0,1,Full Stack Developer
23,Male,MCA,IT,8.17,0,4,6,6,69,5,2,0,Software Engineer
24,Male,MCA,IT,7.48,2,4,7,5,64,5,2,1,Backend Developer
18,Male,B.Tech,ECE,7.0,0,4,5,3,65,2,2,0,Backend Developer
22,Female,BCA,ECE,7.88,0,4,5,7,79,7,2,2,Data Analyst
24,Female,B.Tech,IT,5.96,0,3,5,5,68,5,2,2,Software Engineer
23,Female,MCA,IT,7.22,1,5,8,3,59,8,2,0,Software Engineer
23,Female,MCA,ME,6.57,1,3,5,4,79,6,2,1,Full Stack Developer
18,Male,B.Tech,ECE,7.48,1,5,8,7,81,7,3,1,Backend Developer
22,Female,B.Sc,ME,6.05,0,3,5,7,62,7,2,1,Data Analyst
21,Male,BCA,Civil,6.1,0,3,4,5,61,4,1,1,Full Stack Developer
23,Male,B.Tech,ME,7.8,0,3,4,7,65,7,1,0,Data Analyst
23,Male,B.Tech,ECE,5.35,0,2,1,4,50,4,0,2,Backend Developer
22,Male,BCA,CSE,6.28,1,4,7,6,55,7,2,1,Backend Developer
20,Male,MCA,IT,7.79,1,5,9,6,76,7,3,2,Backend Developer
18,Male,B.Tech,CSE,7.23,0,4,5,3,68,7,2,0,Software Engineer
20,Male,B.Tech,IT,5.22,1,3,4,4,65,4,1,1,Software Engineer
24,Male,B.Sc,ECE,6.34,0,3,5,6,50,8,1,3,Backend Developer
21,Male,B.Sc,CSE,6.25,0,5,10,6,58,6,3,1,Backend Developer
23,Female,MCA,CSE,8.52,3,5,8,7,69,6,2,0,Machine Learning Engineer
22,Female,MCA,CSE,6.69,0,4,7,10,59,6,2,1,Backend Developer
22,Male,B.Sc,ECE,6.53,0,4,6,6,43,7,2,1,Software Engineer
18,Male,BCA,IT,5.87,1,3,5,3,74,3,2,1,Software Engineer
24,Female,BCA,ECE,6.94,1,4,6,5,69,5,2,1,Software Engineer
21,Female,BCA,Civil,7.87,2,5,8,8,80,7,3,1,Frontend Developer
24,Female,B.Sc,CSE,7.09,1,4,5,5,46,4,1,0,Software Engineer
19,Female,B.Sc,ME,9.8,1,5,7,4,100,5,3,0,Software Engineer
20,Male,B.Tech,ECE,6.7,0,3,4,6,65,5,1,2,Backend Developer
21,Female,BCA,ME,6.75,0,4,7,7,58,8,2,0,Software Engineer
24,Male,B.Tech,CSE,8.81,1,6,10,7,92,6,3,0,Machine Learning Engineer
20,Male,B.Sc,CSE,5.97,0,3,4,3,41,3,1,1,Software Engineer
18,Female,BCA,Civil,6.96,2,4,6,3,76,4,2,0,Software Engineer
18,Female,B.Sc,ECE,6.03,0,3,3,6,54,5,1,3,Backend Developer
23,Male,B.Sc,IT,6.39,0,4,6,2,51,8,2,2,Software Engineer
20,Male,BCA,CSE,9.8,2,6,10,4,86,4,3,0,Machine Learning Engineer
19,Female,B.Tech,IT,7.29,0,4,6,4,74,4,2,1,Software Engineer
24,Female,BCA,Civil,7.35,0,4,5,5,74,5,2,0,Full Stack Developer
20,Male,B.Sc,CSE,6.84,2,5,10,8,65,6,3,0,Full Stack Developer
21,Female,B.Tech,CSE,6.59,0,4,7,8,71,6,2,0,Backend Developer
22,Female,B.Tech,IT,6.18,0,3,5,6,66,7,2,1,Software Engineer
19,Male,MCA,ME,6.52,1,3,5,8,64,8,2,0,Frontend Developer
20,Male,B.Sc,ECE,6.29,0,4,6,5,58,6,2,2,Backend Developer
23,Male,B.Sc,ME,6.6,1,3,5,6,75,6,2,0,Data Analyst
23,Female,BCA,CSE,6.71,2,4,6,4,64,8,2,0,Software Engineer
23,Male,BCA,ECE,8.78,0,4,6,4,89,6,2,0,Software Engineer
21,Female,B.Sc,IT,5.03,0,3,4,4,59,6,1,2,Software Engineer
22,Male,B.Sc,ME,5.77,1,3,5,5,53,5,1,1,Data Analyst
20,Female,MCA,CSE,7.13,2,4,7,4,59,4,2,1,Software Engineer
18,Male,MCA,IT,6.78,1,4,6,7,70,5,2,2,Frontend Developer
24,Female,MCA,Civil,6.82,0,3,4,5,65,8,1,0,Full Stack Developer
24,Female,MCA,CSE,5.91,0,4,8,7,64,6,2,2,Full Stack Developer
19,Male,B.Sc,ME,5.11,0,4,7,4,36,4,2,2,Data Analyst
20,Male,B.Tech,ME,5.87,0,2,3,6,69,5,1,3,Data Analyst
23,Female,BCA,Civil,4.88,0,2,2,8,35,6,0,3,Full Stack Developer
19,Male,B.Sc,CSE,7.88,1,4,7,7,80,4,2,2,Backend Developer
23,Male,B.Tech,ECE,8.37,2,5,7,5,81,4,2,0,Backend Developer
20,Male,B.Tech,ME,4.93,0,3,6,7,35,4,1,2,Data Analyst
18,Female,BCA,IT,7.49,1,4,7,4,68,6,2,0,Software Engineer
20,Female,BCA,ECE,6.34,0,3,3,3,52,6,1,3,Backend Developer
22,Male,B.Tech,ECE,6.21,0,2,2,4,61,6,1,2,Backend Developer
21,Female,B.Sc,Civil,9.7,1,5,7,9,91,5,2,0,Frontend Developer
20,Female,B.Tech,CSE,6.08,0,3,4,5,73,5,1,1,Software Engineer
24,Female,BCA,ME,7.04,1,4,7,4,50,6,2,0,Software Engineer
23,Male,BCA,ECE,5.36,0,3,6,4,64,6,2,3,Backend Developer
23,Male,MCA,ECE,6.5,2,3,5,7,70,5,2,1,Frontend Developer
22,Male,MCA,IT,8.8,3,5,7,6,70,6,2,0,Backend Developer
24,Female,MCA,CSE,6.75,0,4,8,5,58,4,2,0,Backend Developer
23,Female,MCA,ECE,7.04,1,4,7,6,65,3,2,2,Backend Developer
23,Male,MCA,IT,8.26,1,5,9,3,74,5,3,0,Machine Learning Engineer
22,Female,BCA,ECE,7.95,1,4,7,7,86,7,2,0,Backend Developer
22,Female,B.Tech,Civil,6.36,1,3,5,6,56,5,1,1,Data Analyst
21,Male,MCA,ECE,8.06,1,4,4,7,65,5,1,0,Backend Developer
21,Male,B.Sc,Civil,8.0,0,3,3,4,87,6,1,0,Data Analyst
20,Male,MCA,IT,6.28,0,3,5,4,58,5,1,2,Software Engineer
23,Male,B.Tech,ECE,8.09,0,4,6,6,62,4,2,0,Software Engineer
21,Male,B.Tech,CSE,6.09,0,3,4,5,65,6,1,2,Software Engineer
19,Male,MCA,ME,4.5,0,2,4,5,35,4,1,2,Full Stack Developer
24,Male,B.Tech,ECE,8.26,1,4,5,6,83,8,2,0,Backend Developer
20,Male,MCA,Civil,7.08,0,4,6,4,59,6,2,1,Software Engineer
22,Male,B.Sc,CSE,7.93,1,4,7,6,87,5,2,0,Backend Developer
18,Male,BCA,Civil,8.93,0,4,5,3,86,5,2,0,Full Stack Developer
24,Female,B.Sc,ME,6.65,0,4,6,4,73,5,2,0,Software Engineer
19,Female,B.Tech,ECE,8.83,1,5,8,5,86,2,3,0,Machine Learning Engineer
18,Male,B.Tech,ECE,6.08,2,3,5,8,58,7,1,1,Frontend Developer
22,Male,MCA,IT,7.58,3,5,8,4,81,3,3,0,Software Engineer
24,Male,B.Tech,IT,7.74,1,4,7,4,85,3,2,0,Software Engineer
19,Female,B.Sc,ECE,6.85,1,4,6,7,59,5,2,1,Frontend Developer
20,Female,MCA,ME,7.33,0,4,5,5,77,5,2,0,Full Stack Developer
21,Male,B.Tech,CSE,6.35,0,4,6,7,68,5,2,2,Software Engineer
24,Male,B.Sc,CSE,6.55,0,4,8,7,66,6,2,2,Full Stack Developer
20,Male,MCA,ECE,8.16,1,4,6,7,70,4,2,0,Frontend Developer
18,Male,B.Sc,Civil,7.62,0,3,4,5,87,5,2,1,Data Analyst
21,Male,MCA,IT,6.55,0,4,7,5,68,8,2,0,Backend Developer
18,Female,BCA,Civil,8.25,1,5,7,2,83,6,2,0,Software Engineer
21,Male,MCA,ME,8.37,1,5,7,5,69,5,2,1,Software Engineer
18,Male,B.Tech,ECE,7.37,0,4,6,5,68,6,2,0,Software Engineer
20,Male,B.Tech,Civil,5.93,0,2,2,7,52,6,1,1,Data Analyst
18,Male,B.Sc,Civil,9.8,1,5,7,6,64,4,2,1,Software Engineer
23,Male,B.Sc,Civil,6.78,0,3,5,6,71,5,2,0,Data Analyst
21,Female,BCA,CSE,8.79,2,6,10,4,94,5,3,0,Machine Learning Engineer
20,Male,BCA,ECE,8.36,1,4,5,6,74,7,2,1,Backend Developer
24,Female,B.Sc,Civil,6.73,0,2,2,4,65,6,1,2,Data Analyst
22,Male,BCA,ME,8.59,0,4,6,5,79,7,2,1,Software Engineer
21,Male,B.Tech,ME,6.26,0,3,4,4,70,7,1,1,Data Analyst
23,Female,B.Sc,CSE,5.5,0,4,7,8,73,5,2,2,Backend Developer
24,Male,B.Tech,ME,7.43,0,4,5,5,69,6,2,0,Data Analyst
18,Male,MCA,Civil,5.39,1,3,4,6,53,5,1,2,Full Stack Developer
22,Female,MCA,IT,6.37,0,3,3,5,69,7,1,1,Software Engineer
24,Male,B.Tech,ME,8.73,0,4,5,5,78,6,2,0,Data Analyst
22,Male,BCA,ECE,8.1,1,5,7,4,75,4,2,0,Software Engineer
21,Female,MCA,Civil,5.74,0,2,2,5,57,6,1,3,Full Stack Developer
24,Female,MCA,Civil,7.78,0,3,3,7,67,6,1,0,Full Stack Developer
24,Male,B.Sc,IT,7.25,1,5,8,7,77,7,2,0,Full Stack Developer
19,Male,BCA,ME,6.72,0,4,8,4,78,7,2,0,Software Engineer
22,Female,BCA,IT,8.05,1,5,7,6,100,7,3,0,Backend Developer
21,Female,B.Sc,ECE,8.71,2,5,9,5,71,5,3,0,Backend Developer
20,Male,B.Sc,CSE,6.38,1,4,6,4,71,5,2,2,Software Engineer
22,Male,BCA,ECE,6.5,0,3,3,6,65,5,1,1,Backend Developer
18,Female,BCA,Civil,5.42,0,3,5,5,66,8,2,2,Full Stack Developer
21,Male,BCA,ME,6.7,1,3,4,7,60,4,1,0,Full Stack Developer
18,Female,BCA,Civil,6.64,1,4,6,4,41,7,2,0,Software Engineer
21,Male,B.Tech,Civil,5.35,1,2,2,6,48,7,1,2,Data Analyst
22,Female,BCA,ME,5.49,1,2,3,7,49,7,1,2,Full Stack Developer
23,Female,B.Sc,Civil,5.12,0,2,3,5,48,5,1,1,Data Analyst
20,Male,BCA,ME,6.36,2,4,6,7,85,5,2,3,Frontend Developer
20,Male,MCA,CSE,7.23,1,5,8,7,78,5,2,2,Full Stack Developer
23,Female,B.Tech,CSE,6.74,1,4,8,5,62,3,2,0,Backend Developer
23,Female,MCA,Civil,6.03,0,2,2,6,55,4,1,2,Full Stack Developer
20,Female,MCA,IT,5.75,0,3,4,7,64,5,1,1,Software Engineer
20,Female,B.Sc,IT,8.48,1,5,8,4,98,7,3,0,Software Engineer
21,Female,MCA,IT,5.33,1,3,6,3,39,4,1,2,Software Engineer
22,Female,BCA,ME,8.5,1,5,9,5,89,6,3,0,Software Engineer
19,Female,B.Tech,IT,7.7,2,5,10,5,87,6,3,2,Backend Developer
20,Female,B.Sc,IT,7.24,2,5,8,5,64,6,2,1,Backend Developer
19,Female,BCA,ME,8.72,1,5,8,7,88,6,3,0,Frontend Developer
23,Female,MCA,ECE,7.72,1,3,4,7,83,7,2,0,Data Analyst
20,Male,BCA,ECE,8.72,0,4,6,6,87,8,2,1,Software Engineer
19,Male,BCA,ECE,7.36,1,4,7,4,57,6,2,1,Software Engineer
19,Female,MCA,ME,6.92,0,3,5,6,65,7,2,0,Full Stack Developer
18,Male,BCA,ME,6.32,1,3,3,8,55,7,1,1,Full Stack Developer
20,Female,B.Tech,Civil,6.96,2,4,7,5,37,4,2,1,Software Engineer
21,Female,BCA,CSE,5.73,1,3,5,5,63,7,2,1,Software Engineer
20,Male,MCA,ECE,6.65,2,4,7,5,70,5,2,0,Backend Developer
24,Male,MCA,IT,8.98,2,5,8,4,93,4,3,0,Machine Learning Engineer
20,Male,B.Sc,IT,7.17,2,4,7,6,81,6,2,0,Backend Developer
19,Female,B.Sc,CSE,6.38,2,4,7,5,80,6,2,1,Backend Developer
18,Male,MCA,CSE,7.9,2,4,7,6,92,6,2,2,Backend Developer
20,Male,MCA,CSE,7.11,0,4,6,3,69,5,2,1,Software Engineer
23,Male,MCA,CSE,7.45,2,4,7,8,52,5,2,0,Backend Developer
22,Female,BCA,ME,8.82,3,5,7,8,93,7,2,0,Frontend Developer
21,Female,MCA,ME,5.93,1,2,3,3,55,7,1,1,Full Stack Developer
18,Male,B.Sc,ME,7.93,0,4,6,6,78,6,2,1,Software Engineer
22,Male,B.Sc,ECE,6.53,1,3,4,8,77,5,1,1,Backend Developer
19,Male,BCA,ME,5.09,0,3,5,5,56,6,1,3,Full Stack Developer
22,Female,B.Tech,IT,6.75,0,4,7,6,63,6,2,0,Backend Developer
23,Female,B.Tech,IT,5.76,0,4,7,4,40,7,2,1,Software Engineer
20,Male,B.Tech,CSE,7.91,0,4,5,4,90,6,2,0,Software Engineer
18,Female,B.Tech,IT,8.66,2,5,7,6,81,6,2,0,Backend Developer
20,Female,BCA,IT,8.45,1,5,8,8,77,6,2,0,Machine Learning Engineer
20,Male,MCA,ECE,7.26,0,3,4,4,73,6,1,0,Backend Developer
21,Male,MCA,ECE,6.04,0,3,4,6,56,7,1,2,Backend Developer
20,Male,BCA,ECE,5.37,1,3,5,6,51,7,1,2,Backend Developer
24,Male,BCA,CSE,6.56,2,4,6,8,51,6,2,0,Frontend Developer
18,Male,BCA,Civil,4.5,0,1,1,8,42,5,0,3,Full Stack Developer
20,Female,B.Sc,ECE,7.78,1,4,6,4,82,5,2,1,Software Engineer
22,Male,MCA,Civil,6.16,1,3,4,6,66,5,1,3,Full Stack Developer
23,Female,B.Sc,ECE,7.11,0,3,3,8,65,8,1,2,Backend Developer
20,Female,B.Tech,CSE,7.77,2,5,10,4,85,6,3,1,Software Engineer
20,Male,BCA,CSE,7.03,1,4,5,3,74,4,2,0,Software Engineer
22,Male,MCA,IT,8.01,2,5,7,5,87,7,2,0,Backend Developer
20,Female,MCA,CSE,8.07,1,6,10,7,78,7,3,0,Machine Learning Engineer
20,Male,B.Sc,IT,7.13,1,5,8,4,69,8,2,2,Software Engineer
20,Female,BCA,ECE,8.32,1,5,8,4,82,7,3,0,Machine Learning Engineer
19,Male,MCA,CSE,8.32,2,5,8,4,80,6,3,1,Machine Learning Engineer
22,Female,MCA,ECE,6.71,1,3,5,4,57,4,1,1,Backend Developer
22,Female,MCA,Civil,7.79,2,5,8,5,89,6,3,0,Software Engineer
19,Male,B.Tech,ECE,8.09,1,4,6,4,81,6,2,0,Software Engineer
23,Female,B.Tech,ME,7.39,1,4,6,8,63,7,2,0,Frontend Developer
21,Male,BCA,CSE,6.3,2,5,9,5,49,7,2,2,Backend Developer
22,Female,MCA,ME,7.38,2,4,7,5,88,7,2,0,Software Engineer
20,Male,B.Tech,CSE,7.38,3,5,9,6,64,5,3,0,Backend Developer
22,Female,BCA,CSE,6.34,1,3,5,5,65,7,2,3,Software Engineer
18,Female,MCA,ME,5.99,0,2,3,7,50,9,1,1,Full Stack Developer
20,Female,B.Sc,ME,6.62,1,3,5,5,59,8,1,0,Data Analyst
21,Female,B.Sc,IT,6.57,2,4,6,5,53,5,2,1,Software Engineer
22,Female,B.Tech,CSE,6.55,0,4,7,4,57,8,2,0,Software Engineer
22,Male,B.Sc,ECE,7.01,0,4,6,6,92,6,2,0,Software Engineer
20,Female,MCA,CSE,8.87,3,5,8,7,84,3,3,0,Machine Learning Engineer
23,Male,BCA,ME,7.15,1,4,6,6,62,7,2,2,Software Engineer
18,Female,B.Sc,ECE,6.43,0,4,8,7,64,7,2,1,Backend Developer
21,Male,B.Tech,ME,6.11,0,4,6,5,61,6,2,3,Data Analyst
18,Male,MCA,ECE,8.68,1,5,7,6,93,6,2,0,Backend Developer
21,Female,MCA,Civil,7.68,3,5,8,5,86,6,3,1,Software Engineer
20,Female,B.Tech,IT,7.47,1,5,9,5,74,6,3,0,Backend Developer
20,Male,BCA,ECE,5.38,0,3,6,8,64,6,2,2,Backend Developer
20,Female,B.Sc,Civil,7.06,0,3,3,5,49,7,1,0,Data Analyst
18,Male,B.Tech,ECE,7.15,2,4,7,3,82,4,2,0,Software Engineer
21,Male,MCA,IT,7.18,0,4,5,5,69,5,2,1,Software Engineer
18,Male,MCA,CSE,4.68,1,3,7,3,36,7,2,3,Software Engineer
24,Male,B.Sc,Civil,8.31,1,5,8,7,100,5,3,0,Frontend Developer
23,Male,B.Sc,CSE,5.76,1,3,6,3,52,6,2,1,Software Engineer
20,Male,B.Tech,IT,5.92,0,4,8,8,45,4,2,1,Full Stack Developer
23,Female,MCA,ECE,8.23,1,4,6,8,64,6,2,0,Frontend Developer
19,Male,B.Sc,IT,5.88,0,3,5,5,45,4,1,1,Software Engineer
23,Female,B.Tech,Civil,6.72,1,4,6,5,61,5,2,0,Software Engineer
19,Female,B.Sc,CSE,8.12,1,5,8,6,93,5,3,0,Backend Developer
21,Female,MCA,IT,6.84,1,4,8,6,69,5,2,0,Backend Developer
19,Male,BCA,Civil,6.42,0,3,4,4,76,4,1,1,Full Stack Developer
20,Male,B.Sc,IT,6.41,0,4,7,6,57,6,2,2,Backend Developer
21,Female,B.Tech,Civil,7.58,1,4,7,7,63,5,2,0,Frontend Developer
19,Male,MCA,CSE,9.13,1,6,10,9,87,2,3,0,Machine Learning Engineer
23,Male,B.Sc,Civil,7.37,0,3,3,5,58,5,1,0,Data Analyst
19,Female,B.Sc,IT,7.02,2,4,7,7,75,7,2,0,Backend Developer
20,Female,BCA,ECE,6.95,0,3,4,3,76,6,1,2,Backend Developer
23,Female,B.Sc,CSE,6.73,1,4,7,5,63,3,2,0,Backend Developer
23,Female,B.Sc,IT,6.68,1,4,6,8,76,4,2,1,Frontend Developer
20,Female,B.Sc,Civil,7.8,0,4,6,4,70,5,2,1,Software Engineer
24,Female,MCA,ME,8.49,1,4,5,6,99,6,2,1,Full Stack Developer
22,Female,B.Sc,ECE,7.58,2,4,6,7,81,6,2,0,Frontend Developer
20,Female,B.Tech,IT,7.46,3,5,8,6,72,5,2,0,Backend Developer
24,Female,B.Sc,CSE,6.87,0,5,10,5,66,5,3,0,Backend Developer
24,Male,BCA,Civil,6.18,0,2,2,6,70,6,1,2,Full Stack Developer
23,Male,B.Tech,IT,7.68,1,4,7,8,78,5,2,2,Backend Developer
23,Female,B.Sc,ME,7.7,0,3,4,7,61,6,1,0,Data Analyst
23,Male,B.Tech,Civil,7.86,3,4,7,4,60,6,2,2,Software Engineer
20,Female,B.Tech,Civil,6.29,2,3,5,5,64,6,2,3,Data Analyst
18,Female,B.Sc,CSE,7.92,1,4,7,6,68,4,2,1,Backend Developer
19,Male,MCA,ME,8.54,1,5,8,8,82,6,3,1,Frontend Developer
22,Female,B.Tech,IT,5.74,1,3,6,6,57,6,2,2,Software Engineer
20,Male,BCA,IT,8.56,1,4,5,4,83,6,2,0,Software Engineer
18,Female,B.Tech,IT,6.93,0,4,7,2,72,5,2,0,Software Engineer
23,Male,MCA,IT,6.97,0,3,4,5,73,3,1,0,Software Engineer
18,Male,B.Tech,Civil,5.38,0,3,4,4,53,7,1,2,Data Analyst
20,Male,B.Tech,ECE,5.7,0,2,3,6,59,4,1,3,Backend Developer
